island_name,year,TA_ha,PLAND,PD,ED,TCA_ha,ENN_MN_m,n_patches
Nicobar Islands_0,2000,20.03802837696216,100.0,4.758500101408589,149.07884894416696,11.205167092062057,120.20838819909643,19
Nicobar Islands_0,2001,19.388066003235156,96.7563556578537,2.3503195706327493,73.40463611641414,5.539559977972693,342.8998128269838,2
Nicobar Islands_0,2002,16.872032060161686,84.20006071834672,4.6989082741771755,10.147965509792723,13.418781555327001,327.8666793324724,22
Nicobar Islands_0,2003,18.506230003473433,92.35554344633105,0.21300588270293724,109.70718544909394,8.141197467879628,70.99954844612694,16
Nicobar Islands_0,2004,16.641400334380336,83.04909056578167,0.5439715292108219,127.49334177328659,7.147101932492746,492.45389861305466,3
Nicobar Islands_0,2005,11.088475326439756,55.33715751789353,3.4335069390801207,95.59485787421316,2.3059479820043682,473.99079005818373,14
Nicobar Islands_0,2006,9.76245224391401,48.71962480668986,1.5926074689495167,28.557701661212935,5.960365795803011,248.06862218282058,7
Nicobar Islands_0,2007,10.133063470244641,50.56916418930061,4.182655067507206,42.939284166476696,4.4041978684001775,132.00623950462804,4
Nicobar Islands_0,2008,12.297495463889229,61.37078575069658,2.648333303771273,113.87495307522313,3.8234471897607754,486.31308249405134,26
Nicobar Islands_0,2009,9.466347576470323,47.241911221933584,2.036236156408891,186.0651845008209,6.024035212540164,196.94334596262593,14
Nicobar Islands_0,2010,12.098285440674982,60.37662594881067,0.32161371566163655,71.81276284502022,5.24105436511776,172.10706429825316,24
Nicobar Islands_0,2011,8.651598486517937,43.17589696831018,1.4765790974681658,113.1122558000672,2.4618515842068094,410.98864133931784,1
Nicobar Islands_0,2012,13.756573055620668,68.65232844682805,2.174667255461211,85.02748845335825,5.173749521005806,56.335920221788,17
Nicobar Islands_0,2013,0.0,0.0,3.971860148602908,125.13239520839217,0.0,342.984661475875,28
Nicobar Islands_0,2014,0.0,0.0,3.1541608214550343,72.87062472200334,0.0,189.94204477204798,24
Nicobar Islands_0,2015,0.0,0.0,2.9973591597678633,62.19714066811219,0.0,222.31709363920544,47
Nicobar Islands_0,2016,0.0,0.0,3.8278467382227976,116.64266753820428,0.0,272.20801836397584,9
Nicobar Islands_0,2017,0.0,0.0,0.6433650219779735,93.47393535449632,0.0,453.09361805308373,49
Nicobar Islands_0,2018,2.550416887901342,12.72788340210942,2.5919963867070437,182.43763004595766,0.8915628443265856,234.6723153660334,43
Nicobar Islands_0,2019,4.750783472021233,23.708836930699416,4.719982495734107,123.78443863282185,2.930620360300892,446.210527556866,42
Nicobar Islands_0,2020,0.0,0.0,3.203678406901075,175.57751213566635,0.0,133.95652649871613,30
Nicobar Islands_0,2021,0.0,0.0,1.6892906029258425,33.19671139312794,0.0,458.0727986955893,1
Nicobar Islands_0,2022,1.516168013078083,7.566453068911862,2.192828164268656,165.4228055252737,1.0862409095424024,53.128458739035814,8
Nicobar Islands_0,2023,0.0,0.0,2.475666859659018,141.56284624915136,0.0,159.85648501149836,32
Nicobar Islands_1,2000,94790.6049709192,100.0,3.5447928985863717,79.08962445206586,74227.60790679566,483.1012827239501,39
Nicobar Islands_1,2001,94789.35909816036,99.99868565797294,1.5743037181021715,64.11969393171884,21055.76587892632,324.3039502909536,2
Nicobar Islands_1,2002,94788.37185987925,99.99764416416518,0.2619485912126871,75.56353712506977,55035.15306279624,356.31745319964506,44
Nicobar Islands_1,2003,94787.08994667862,99.99629180102643,2.809176136449507,122.61237753708477,23555.72889868807,216.344505227632,17
